Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Specimen,MorphoID,L_mm,W_g,Notes
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#044,3.431,0.001119104,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,10,ARMSMc#044,3.381,0.001062864,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,11,ARMSMc#044,3.738,0.001508258,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,12,ARMSMc#044,3.423,0.001109972,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,13,ARMSMc#044,3.403,0.001087364,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,14,ARMSMc#044,2.494,0.000397614,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,15,ARMSMc#044,,,unable to measure due to angle
ARMS22M#214,2022,Anglaise,1,8392,N,"8386, 8387",Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#044,,,unable to measure due to angle
ARMS22M#50,2022,Moresby,4,7500,Y,7502,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,3.223,0.000898292,
ARMS22M#50,2022,Moresby,4,7500,Y,7502,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#044,4.922,0.003715234,
ARMS22M#50,2022,Moresby,4,7500,Y,7502,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#044,2.976,0.00068103,
ARMS22M#50,2022,Moresby,4,7500,Y,7502,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#044,4.039,0.001963008,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,2.416,0.000369222,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#044,2.799,0.00055536,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#044,1.449,0.00042144,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#044,5.956,0.006559974,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#044,2.482,0.00039293,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#044,4.496,0.002792006,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#044,2.907,0.00062906,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,8,ARMSMc#044,3.838,0.001651298,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#044,,,unable to measure due to angle
ARMS22M#155,2022,Coin,8,8021,N,"8011, 8012",Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#044,3,0.0007,figure out size of tiles for scale
ARMS22M#348,2022,Court,10,8620,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#044,4.864,0.003580998,
ARMS22M#407,2022,Court,12,8765,N,8766,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#044,,,specimen not in frame
ARMS21M#13,2021,Anglaise,1,2914,Y,2917,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,4.63,0.00306676,
ARMS21M#309,2021,Moresby,1,5223,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,2.376,0.00035655,
ARMS21M#420,2021,Moresby,3,5996,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,1.908,0.000303386,
ARMS21M#420,2021,Moresby,3,5996,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#046,1.841,0.000310112,
ARMS21M#420,2021,Moresby,3,5996,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#046,2.008,0.000300026,
ARMS21M#420,2021,Moresby,3,5996,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#046,1.449,0.00042144,
ARMS19S#008,2019,Coin,1,0367,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,3.419,0.001105424,motile even though S
ARMS19M#031,2019,Moresby,3,1096,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,4.335,0.00248089,
ARMS19M#127,2019,Anglaise,4,1437,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,2.91,0.00063124,
ARMS19M#127,2019,Anglaise,4,1437,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#046,2.143,0.00030818,
ARMS19M#228,2019,Anglaise,6,1978,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,3.547,0.001257284,
ARMS19M#230,2019,Anglaise,6,1976,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,6.804,0.009531366,
ARMS19M#257,2019,Coin,7,2232,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,,,hard to tell; unable to measure because transparent
ARMS19M#448,2019,Moresby,9,2782,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,2.978,0.000682594,
ARMS19M#448,2019,Moresby,9,2782,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#046,3.563,0.001277188,
ARMS19M#448,2019,Moresby,9,2782,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#046,3.513,0.001215668,
ARMS19M#448,2019,Moresby,9,2782,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#046,5.047,0.004013684,
ARMS22M#44,2022,Moresby,4,7489,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,4.889,0.003638528,
ARMS22M#156,2022,Coin,8,8022,Y,"8011, 8012",Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,2.969,0.000675584,figure out size of tiles for scale
ARMS22M#346,2022,Court,10,8616,Y,8617,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#046,1.885,0.00030529,
ARMS22M#376,2022,Court,11,8732,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,2.189,0.000314288,
ARMS22M#376,2022,Court,11,8732,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#046,2.712,0.000502778,
ARMS22M#376,2022,Court,11,8732,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#046,2.542,0.000417506,
ARMS21M#24,2021,Anglaise,1,2926,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,11.55,1.230330325,
ARMS21M#130,2021,Anglaise,2,3645,Y,3643,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,7.26,0.347354546,
ARMS21M#131,2021,Anglaise,2,3646,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,5.875,0.197567578,
ARMS21M#174,2021,Anglaise,2,3866,Y,3869,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,15.45,2.766273175,
ARMS21M#254,2021,Anglaise,3,4669,Y,4677,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,36.36,31.96818511,
ARMS21M#272,2021,Moresby,1,5053,Y,"5056, 5058",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,49.567,78.90111817,regrowing arm
ARMS19M#069,2019,Anglaise,4,1365,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,70.88,225.6256778,
ARMS19M#075,2019,Anglaise,4,1376,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,26.229,12.444416,
ARMS19M#076,2019,Anglaise,4,1377,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,42.77,51.27815512,
ARMS19M#080,2019,Anglaise,4,1387,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,48.4,73.5878664,
ARMS19M#219,2019,Anglaise,6,1988,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,82.992,359.3962313,
ARMS19M#334,2019,Moresby,8,2507,Y,2509,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,82.33,350.9923716,
ARMS22M#183,2022,Anglaise,1,8276,Y,8273,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,64.238,168.8685,
ARMS22M#55,2022,Moresby,5,7513,Y,7515,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,,,unable to measure due to angle
ARMS22M#427,2022,Moresby,6,8942,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,64.238,168.8685,
ARMS22M#166,2022,Coin,9,8088,Y,8089,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,69.011,208.540712,
ARMS22M#403,2022,Court,12,8755,Y,8759,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#053,73.94,255.569146,
ARMS21M#269,2021,Moresby,1,5036,Y,"5039, 5042",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,106.189,745.36421,
ARMS21M#319,2021,Moresby,2,5536,Y,5541,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,42.859,51.58998952,
ARMS21M#320,2021,Moresby,2,5515,Y,5516,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,33.421,25.03598156,
ARMS21M#321,2021,Moresby,2,5545,Y,5543,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,44.287,56.76741439,
ARMS21M#345,2021,Moresby,2,5629,Y,5633,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,31.645,21.37663216,
ARMS21M#345,2021,Moresby,2,5629,Y,5633,Echinodermata,Ophiuroidea,,Brittlestar,2,ARMSMc#060,35.219,29.14274525,
ARMS21M#345,2021,Moresby,2,5629,Y,5633,Echinodermata,Ophiuroidea,,Brittlestar,3,ARMSMc#060,19.399,5.258805169,
ARMS21M#368,2021,Moresby,2,5688,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,28.225,15.36724733,
ARMS19M#359,2019,Moresby,9,2761,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,10.034,0.835431406,
ARMS19M#359,2019,Moresby,9,2761,Y,,Echinodermata,Ophiuroidea,,Brittlestar,2,ARMSMc#060,30.698,19.57974695,
ARMS19M#360,2019,Moresby,9,2762,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,46.1,63.8245826,
ARMS19M#360,2019,Moresby,9,2762,Y,,Echinodermata,Ophiuroidea,,Brittlestar,2,ARMSMc#060,26.098,12.26672248,
ARMS19M#360,2019,Moresby,9,2762,Y,,Echinodermata,Ophiuroidea,,Brittlestar,3,ARMSMc#060,34.029,26.3783918,
ARMS22M#186.2,2022,Anglaise,1,8297,Y,8296,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,17.98,4.240747915,same label
ARMS22M#213,2022,Anglaise,1,8391,N,"8386, 8387",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,28.517,15.82969887,figure out size of tiles for scale
ARMS22M#232,2022,Anglaise,1,8410,N,"8386, 8387",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,4.157,0.079870852,figure out size of tiles for scale
ARMS22M#428,2022,Moresby,6,8944,Y,"8946, 8952",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,11.33,1.166708142,good close up
ARMS22M#108,2022,Coin,7,7810,Y,"7813, 7815",Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,60.541,141.8558917,
ARMS22M#109,2022,Coin,7,7818,Y,7819,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,41.656,47.48053378,
ARMS22M#133,2022,Coin,8,7898,Y,7900,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,31.584,21.25771217,
ARMS22M#145,2022,Coin,8,8001,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,39.866,41.77856068,
ARMS22M#148,2022,Coin,8,8009,Y,,Echinodermata,Ophiuroidea,,Brittlestar,,ARMSMc#060,22.325,7.843994347,
ARMS21M#41,2021,Anglaise,1,2980,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,,ARMSMc#155,5.608,0.328923955,
ARMS21M#47,2021,Anglaise,1,3289,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,,ARMSMc#155,6.433,0.413961903,
ARMS21M#149,2021,Anglaise,2,3753,Y,,Mollusca,Gastropoda,,Cowry,,ARMSMc#155,5.483,0.316550043,
ARMS21M#233,2021,Anglaise,3,4604,Y,4605,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,5.855,0.353769908,
ARMS21M#233,2021,Anglaise,3,4604,Y,4605,Mollusca,Gastropoda,Littorinimorpha,Cowry,2,ARMSMc#155,5.313,0.299937167,
ARMS21M#233,2021,Anglaise,3,4604,Y,4605,Mollusca,Gastropoda,Littorinimorpha,Cowry,3,ARMSMc#155,6.281,0.397854432,
ARMS21M#283,2021,Moresby,1,5104,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,5.822,0.350420041,
ARMS21M#283,2021,Moresby,1,5104,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,2,ARMSMc#155,5.179,0.287017476,
ARMS21M#283,2021,Moresby,1,5104,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,3,ARMSMc#155,6.676,0.440125397,
ARMS21M#287,2021,Moresby,1,5112,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,,ARMSMc#155,4.504,0.224285069,
ARMS21M#333,2021,Moresby,2,5591,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,6.553,0.426818679,
ARMS21M#333,2021,Moresby,2,5591,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,2,ARMSMc#155,6.767,0.450053943,
ARMS21M#356,2021,Moresby,2,5661,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,,ARMSMc#155,5.772,0.345362331,
ARMS22M#298,2022,Anglaise,3,IMG_1008,Y,IMG_1009,Mollusca,Gastropoda,Littorinimorpha,Cowry,,ARMSMc#155,6.509,0.422090148,"preserved 2.5 years, nice close up"
ARMS21M#37,2021,Anglaise,1,2970,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,6.469,0.417805932,
ARMS19M#141,2019,Anglaise,5,1668,Y,1669,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,9.779,0.818866716,
ARMS19M#157,2019,Anglaise,5,1692,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,9.779,0.818866716,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,6.464,0.417271373,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#168,5.033,0.273116583,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#168,4.61,0.23387703,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#168,5.113,0.280710807,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#168,5.281,0.296837832,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#168,5.073,0.276906815,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#168,6.434,0.414068531,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#168,6.08,0.37685952,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#168,7.244,0.503262005,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#168,5.266,0.295388051,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,11,ARMSMc#168,5.536,0.321780173,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,12,ARMSMc#168,7.822,0.570358441,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,13,ARMSMc#168,5.148,0.284050587,
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,14,ARMSMc#168,4.389,0.21398798,
ARMS19M#202,2019,Anglaise,6,1938,Y,1939,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,13.094,1.314969395,
ARMS22M#290,2022,Anglaise,2,IMG_0526,Y,IMG_0525,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,11.411,1.05129126,preserved 2.5 years
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,5.579,0.326041236,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#168,5.328,0.301393011,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#168,8.257,0.622749711,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#168,4.729,0.244760496,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#168,7.82,0.57012132,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#168,10.013,0.850785627,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#168,8.987,0.714327627,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#168,7.583,0.542266023,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#168,6.42,0.41257652,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#168,5.072,0.276811891,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,11,ARMSMc#168,4.945,0.264826508,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,12,ARMSMc#168,4.654,0.237886979,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,13,ARMSMc#168,7.161,0.49386296,"preserved 2.5 years, mix of morphospecies"
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,14,ARMSMc#168,8.782,0.688147753,"preserved 2.5 years, mix of morphospecies"
ARMS22M#299,2022,Anglaise,3,IMG_1007,Y,IMG_1006,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#168,7.398,0.520858137,preserved 2.5 years
ARMS22M#366,2022,Court,11,8707,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,11.021,0.993665796,
ARMS22M#366,2022,Court,11,8707,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#168,12.565,1.229465168,
ARMS22M#366,2022,Court,11,8707,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#168,12.769,1.262153352,
ARMS21M#144,2021,Anglaise,2,3718,Y,3719,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,6.254,0.04371749,
ARMS21M#144,2021,Anglaise,2,3718,Y,3719,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#169,8.555,0.138712674,
ARMS21M#382,2021,Moresby,2,5722,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#169,3.831,0.007280996,
ARMS21M#406,2021,Moresby,3,5961,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,3.976,0.008231265,
ARMS21M#406,2021,Moresby,3,5961,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#169,3.699,0.006514735,
ARMS21M#406,2021,Moresby,3,5961,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#169,3.517,0.005602167,
ARMS19M#090,2019,Anglaise,4,1401,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#169,3.102,0.004073111,
ARMS19S#192,2019,Anglaise,6,1932,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#169,13.539,0.687196274,motile even though S
ARMS22M#251,2022,Anglaise,2,IMG_0625,Y,IMG_0629,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#169,3.718,0.006619449,preserved 2.5 years
ARMS22M#301,2022,Anglaise,3,IMG_1032,Y,IMG_1033,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#169,7.601,0.090249939,preserved 2.5 years
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,2.587,0.003660155,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,5.184,0.020253504,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#171,5.996,0.042964122,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,5.486,0.027591151,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,6.279,0.053184107,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#171,3.517,0.000941673,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#171,6.082,0.045939268,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#171,6.222,0.051025841,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#171,6.133,0.047757142,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#171,6.102,0.046647389,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,11,ARMSMc#171,5.797,0.036508679,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,12,ARMSMc#171,5.586,0.030305322,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,13,ARMSMc#171,4.855,0.013683453,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,14,ARMSMc#171,6.436,0.059393594,
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,15,ARMSMc#171,5.877,0.039032422,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,6.002,0.04316803,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,5.481,0.027459204,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#171,5.037,0.017138087,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,5.558,0.029530861,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,4.287,0.005651232,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#171,4.46,0.007668481,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#171,5.628,0.031488275,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#171,5.533,0.028848922,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#171,5.897,0.039678301,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,4.799,0.012708551,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,4.9,0.0144967,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#171,5.519,0.028470958,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,5.065,0.01770889,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,4.039,0.00338964,
ARMS21M#362,2021,Moresby,2,5678,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,5.258,0.021933731,
ARMS21M#362,2021,Moresby,2,5678,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,4.754,0.011954791,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,6.907,0.080413975,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,7.555,0.115474999,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#171,5.014,0.016677114,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,3.545,0.000996486,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,5.289,0.022660132,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#171,6.08,0.045868794,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#171,4.959,0.015603542,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#171,3.455,0.000850181,
