Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Specimen,MorphoID,L_mm,W_g,Notes
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#185,8.274,0.0186398,
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#185,7.686,0.0170522,
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#185,8.643,0.0196361,
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#185,7.202,0.0157454,
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#185,13.479,0.0326933,
ARMS19M#253,2019,Coin,7,2219,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#185,22.242,0.0563534,
ARMS22M#215,2022,Anglaise,1,8393,N,"8417, 8386, 8387",Mollusca,Gastropoda,,Sea_snail,,ARMSMc#185,,,unable to measure due to angle
ARMS22M#12,2022,Moresby,4,7378,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#185,12.853,0.0310031,
ARMS19M#092,2019,Anglaise,4,1404,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#191,27.86,7.262170222,
ARMS19M#344,2019,Moresby,9,2745,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#191,18.823,2.053606858,
ARMS22M#333,2022,Anglaise,3,IMG_0985,Y,,Mollusca,Gastropoda,,Sea_snail,,ARMSMc#191,6.9,0.0631346,preserved 2.5 years
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#191,16.413,1.308422522,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#191,9.092,0.172556841,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#191,5.489,0.026722068,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#191,9.1,0.1730994,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#191,5.69,0.030612414,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#191,7.808,0.099577022,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#191,7.356,0.080008631,
ARMS22M#350,2022,Court,10,8622,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#191,6.344,0.046127464,
ARMS21M#56,2021,Anglaise,1,3006,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,3.872,0.032155417,
ARMS21M#86,2021,Anglaise,1,3297,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,5.016,0.07949678,big
ARMS21M#86,2021,Anglaise,1,3297,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,4.899,0.073199662,big
ARMS21M#86,2021,Anglaise,1,3297,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,5.176,0.08872209,big
ARMS21M#106,2021,Anglaise,1,3347,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,3.637,0.025832975,
ARMS21M#106,2021,Anglaise,1,3347,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,3.907,0.033183262,
ARMS21M#106,2021,Anglaise,1,3347,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,4.727,0.064600432,
ARMS21M#106,2021,Anglaise,1,3347,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,4,ARMSMc#222,4.794,0.067859106,
ARMS21M#117,2021,Anglaise,1,3370,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,3.775,0.029425729,
ARMS21M#120,2021,Anglaise,1,3387,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,4.258,0.044829088,
ARMS21M#303,2021,Moresby,1,5211,Y,5214,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,4.368,0.049010784,
ARMS21M#303,2021,Moresby,1,5211,Y,5214,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,4.032,0.037046098,
ARMS21M#303,2021,Moresby,1,5211,Y,5214,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,4.621,0.05967538,
ARMS21M#303,2021,Moresby,1,5211,Y,5214,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,4,ARMSMc#222,3.881,0.032417517,
ARMS21M#303,2021,Moresby,1,5211,Y,5214,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,5,ARMSMc#222,,,unable to measure
ARMS21M#378,2021,Moresby,2,5709,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,3.59,0.024684404,mix of morphospecies
ARMS21M#378,2021,Moresby,2,5709,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,3.593,0.024756606,mix of morphospecies
ARMS21M#378,2021,Moresby,2,5709,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,1.945,0.002895448,mix of morphospecies
ARMS21M#378,2021,Moresby,2,5709,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,4,ARMSMc#222,3.294,0.018270554,mix of morphospecies
ARMS21M#378,2021,Moresby,2,5709,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,5,ARMSMc#222,3.077,0.014396801,mix of morphospecies
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,5.002,0.07872365,
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,4.182,0.042093089,
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,5.016,0.07949678,
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,4,ARMSMc#222,4.066,0.038149956,
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,5,ARMSMc#222,6.086,0.156305584,
ARMS21M#451,2021,Moresby,3,6077,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,6,ARMSMc#222,3.942,0.034234354,
ARMS19M#028,2019,Moresby,3,1119,Y,1120,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,3.235,0.017151647,
ARMS19M#028,2019,Moresby,3,1119,Y,1120,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,2.718,0.00932988,
ARMS19M#234,2019,Moresby,8,2494,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,3.398,0.020368313,
ARMS22M#281,2022,Anglaise,2,IMG_0572,Y,IMG_0575,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,2.943,0.012321155,preserved 2.5 years
ARMS22M#281,2022,Anglaise,2,IMG_0572,Y,IMG_0575,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,3.19,0.016331795,
ARMS22M#326,2022,Anglaise,3,IMG_1016,Y,IMG_1017,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,4.368,0.049010784,"preserved 2.5 years, negative measurement"
ARMS22M#326,2022,Anglaise,3,IMG_1016,Y,IMG_1017,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,2.666,0.008720512,
ARMS22M#338,2022,Anglaise,3,IMG_0972,Y,IMG_0973,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,3.597,0.02485311,"preserved 2.5 years, nice close up"
ARMS22M#341,2022,Anglaise,3,IMG_0966,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,1.772,0.002090536,preserved 2.5 years
ARMS22M#341,2022,Anglaise,3,IMG_0966,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,2.143,0.004063793,
ARMS22M#341,2022,Anglaise,3,IMG_0966,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,2.097,0.003766869,
ARMS22M#343,2022,Anglaise,3,IMG_0964,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#222,2.453,0.006517722,preserved 2.5 years
ARMS22M#343,2022,Anglaise,3,IMG_0964,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#222,3.297,0.018328804,preserved 2.5 years
ARMS22M#343,2022,Anglaise,3,IMG_0964,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#222,,,"preserved 2.5 years, unable to measure due to angle"
ARMS22M#51,2022,Moresby,4,7503,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#222,5.922,0.142066743,
ARMS21M#8,2021,Anglaise,1,2897,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,2.935,0.034224175,
ARMS21M#20,2021,Anglaise,1,2956,Y,2957,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,3.018,0.036113172,
ARMS21M#118,2021,Anglaise,1,3379,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,3.792,0.055718592,
ARMS21M#216,2021,Anglaise,3,4533,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,2.365,0.022368175,
ARMS21M#248,2021,Anglaise,3,4654,Y,4653,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,2.245,0.020120575,
ARMS19M#320,2019,Moresby,8,2475,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#223,4.102,0.064579012,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#223,2.591,0.026835743,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#223,4.299,0.070509303,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#223,3.162,0.039488532,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#223,3.592,0.050308192,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#223,2.038,0.016446532,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#223,2.05,0.0166525,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#223,2.96,0.0347888,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#223,3.379,0.044810023,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#223,1.196,0.004151648,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,10,ARMSMc#223,2.699,0.029078903,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,11,ARMSMc#223,2.527,0.025539487,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,12,ARMSMc#223,2.349,0.022063503,
ARMS22M#205,2022,Anglaise,1,8372,Y,8375,Arthropoda,Malacostraca,Decapoda,Squat_lobster,13,ARMSMc#223,,,unable to measure due to angle
ARMS21M#7,2021,Anglaise,1,2881,Y,2889,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,2.806,0.031370308,
ARMS21M#9,2021,Anglaise,1,2899,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,2.747,0.030098327,
ARMS21M#36,2021,Anglaise,1,2971,Y,2972,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,2.102,0.017555012,
ARMS21M#63,2021,Anglaise,1,3013,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,2.893,0.033284047,
ARMS21M#62,2021,Anglaise,1,3020,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,,,unable to measure due to angle
ARMS21M#43,2021,Anglaise,1,3275,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.678,0.028637252,
ARMS21M#43,2021,Anglaise,1,3275,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,2.971,0.035038423,
ARMS21M#43,2021,Anglaise,1,3275,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,1.973,0.015345887,
ARMS21M#43,2021,Anglaise,1,3275,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,3.135,0.038846175,
ARMS21M#43,2021,Anglaise,1,3275,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,2.496,0.024920448,
ARMS21M#105,2021,Anglaise,1,3353,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,1.439,0.007263263,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.581,0.026631583,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,2.215,0.019572175,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.864,0.032641088,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,2.31,0.0213273,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,1.148,0.003578912,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,1.683,0.010744167,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,2.007,0.015918447,
ARMS21M#178,2021,Anglaise,2,3890,Y,3891,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,1.887,0.013928607,
ARMS21M#212,2021,Anglaise,3,4520,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,1.524,0.008435328,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.679,0.052632223,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,3.517,0.048341167,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.398,0.023001412,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,1.69,0.0108493,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,3.277,0.042273487,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,1.827,0.012966087,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,2.904,0.033529248,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,2.542,0.025841092,
ARMS21M#252,2021,Anglaise,3,4663,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#224,2.01,0.0159693,
ARMS21S#46,2021,Coin,3,7085,Y,7095,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,3.1,0.03802,motile even though S
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.437,0.046280207,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,3.341,0.043857743,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,3.022,0.036205252,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,3.313,0.043161607,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,2.176,0.018867328,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,3.447,0.046535727,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,2.97,0.0350157,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,2.75,0.0301625,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#224,3.073,0.037387687,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,10,ARMSMc#224,3.176,0.039823328,procedure pic
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,11,ARMSMc#224,,,"procedure pic, unable to measure due to angle"
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,12,ARMSMc#224,,,"procedure pic, unable to measure due to angle"
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,13,ARMSMc#224,,,"procedure pic, unable to measure due to angle"
ARMS21M#293,2021,Moresby,1,5141,Y,"5146, 5147",Arthropoda,Malacostraca,Decapoda,Squat_lobster,14,ARMSMc#224,,,"procedure pic, unable to measure due to angle"
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.542,0.025841092,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,1.794,0.012445908,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.341,0.021911743,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,2.527,0.025539487,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,2.348,0.022044512,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,2.155,0.018491575,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,2.638,0.027803332,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,3.001,0.035722903,
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#224,,,unable to measure due to angle
ARMS21M#350,2021,Moresby,2,5643,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,10,ARMSMc#224,,,unable to measure due to angle
ARMS21M#374,2021,Moresby,2,5700,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,2.23,0.0198457,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.386,0.044986388,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,2.394,0.022924308,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.097,0.017467527,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,2.421,0.023446623,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,4.018,0.062121172,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,2.761,0.030398263,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,3.416,0.045745568,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,3.673,0.052470487,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#224,3.809,0.056189543,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,10,ARMSMc#224,3.164,0.039536288,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,11,ARMSMc#224,3.19,0.0401593,
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,12,ARMSMc#224,,,unable to measure due to angle
ARMS21M#459,2021,Moresby,3,6098,Y,6096,Arthropoda,Malacostraca,Decapoda,Squat_lobster,13,ARMSMc#224,,,unable to measure due to angle
ARMS19S#005,2019,Coin,1,0370,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,4.886,0.089560388,motile even though S
ARMS19M#037,2019,Moresby,3,1104,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.588,0.050202432,
ARMS19M#037,2019,Moresby,3,1104,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,2.582,0.026651972,
ARMS19M#037,2019,Moresby,3,1104,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,1.592,0.009404192,juve
ARMS19M#074,2019,Anglaise,4,1374,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,1.218,0.004418772,lost legs
ARMS19M#083,2019,Anglaise,4,1392,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.252,0.041661312,
ARMS19M#083,2019,Anglaise,4,1392,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,2.931,0.034134183,
ARMS19M#085,2019,Anglaise,4,1394,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,3.426,0.045999828,
ARMS19M#114,2019,Anglaise,4,1422,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.443,0.023875447,
ARMS19M#114,2019,Anglaise,4,1422,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,1.929,0.014615223,
ARMS19M#114,2019,Anglaise,4,1422,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.136,0.018153888,
ARMS19M#114,2019,Anglaise,4,1422,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,2.224,0.019736128,
ARMS19M#129,2019,Anglaise,5,1647,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.468,0.024366272,
ARMS19M#129,2019,Anglaise,5,1647,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,1.926,0.014565828,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,1.914,0.014368788,varying sizes
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,1.981,0.015479983,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,2.037,0.016429407,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,4,ARMSMc#224,1.929,0.014615223,juve
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,5,ARMSMc#224,1.033,0.002262967,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,6,ARMSMc#224,0.7962,,"juve, negative"
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,7,ARMSMc#224,3.806,0.056106308,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,8,ARMSMc#224,2.162,0.018616532,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,9,ARMSMc#224,2.863,0.032619007,
ARMS19M#214,2019,Anglaise,6,1955,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,10,ARMSMc#224,,,unable to measure due to angle
ARMS19M#318,2019,Moresby,8,2462,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,,ARMSMc#224,3.246,0.041514948,
ARMS19M#347,2019,Moresby,9,2748,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,2.869,0.032751583,
ARMS19M#347,2019,Moresby,9,2748,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#224,3.09,0.0377853,
ARMS19M#347,2019,Moresby,9,2748,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,3,ARMSMc#224,3.043,0.036690247,
ARMS19M#432,2019,Moresby,9,2766,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#224,3.881,0.058203383,
