Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Abundance_in_image,MorphoID,Notes
ARMS19M#032,2019,Moresby,3,1110,Y,,Echinodermata,Ophiuroidea,,Brittlestar,2,ARMSMc#009,
ARMS19M#077,2019,Anglaise,4,1382,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#009,
ARMS19M#078,2019,Anglaise,4,1384,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#009,
ARMS21M#111,2021,Anglaise,1,3361,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#043,
ARMS19S#190,2019,Anglaise,6,1928,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#009,motile even though S
ARMS21M#113,2021,Anglaise,1,3364,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#278,
ARMS19S#191,2019,Anglaise,6,1931,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#009,motile even though S
ARMS22M#452,2022,Moresby,6,9006,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#009,
ARMS21M#115,2021,Anglaise,1,3372,Y,,Echinodermata,Holothuroidea,,Sea_cucumber,1,ARMSMc#075,
ARMS21M#116,2021,Anglaise,1,3376,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,12,ARMSMc#015,mix of morphospecies
ARMS21M#114,2021,Anglaise,1,3369,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#134,2021,Anglaise,2,3660,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#411,2021,Moresby,3,5973,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#429,2021,Moresby,3,6018,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#122,2021,Anglaise,1,3395,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,27,ARMSMc#241,mix of morphospecies
ARMS21M#123,2021,Anglaise,1,3400,Y,3403,Arthropoda,Malacostraca,Decapoda,Hermit_crab,14,ARMSMc#242,mix of morphospecies
ARMS21M#124,2021,Anglaise,1,3405,Y,3406,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#242,
ARMS21M#125,2021,Anglaise,1,3408,Y,3412,Arthropoda,Malacostraca,Decapoda,Hermit_crab,17,ARMSMc#241,mix of morphospecies
ARMS21M#434,2021,Moresby,3,6025,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS19M#011,2019,Coin,2,0587,Y,0589,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,abnormally big
ARMS19M#122,2019,Anglaise,4,1430,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#012,
ARMS19M#124,2019,Anglaise,4,1433,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#132,2021,Anglaise,2,3652,Y,3649,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,1,ARMSMc#208,
ARMS21M#133,2021,Anglaise,2,3656,Y,,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,2,ARMSMc#008,
ARMS19M#170,2019,Anglaise,5,1706,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#012,
ARMS21M#136,2021,Anglaise,2,3671,Y,3667,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#211,
ARMS19M#332,2019,Moresby,8,2504,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#012,
ARMS21M#138,2021,Anglaise,2,3681,Y,3678,Mollusca,Gastropoda,Littorinimorpha,False_cowry,1,ARMSMc#152,
ARMS21M#137,2021,Anglaise,2,3689,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#213,
ARMS21M#140,2021,Anglaise,2,3695,Y,3694,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#159,
ARMS21M#139,2021,Anglaise,2,3703,Y,3700,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#243,
ARMS21M#141,2021,Anglaise,2,3706,Y,3710,Arthropoda,Malacostraca,Decapoda,Hermit_crab,7,ARMSMc#243,juveniles
ARMS21M#142,2021,Anglaise,2,3715,Y,3711,Mollusca,Gastropoda,Neogastropoda,Cone_snail,1,ARMSMc#162,
ARMS22M#173,2022,Coin,9,8108,Y,8111,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#145,2021,Anglaise,2,3723,Y,3722,Mollusca,Gastropoda,Neogastropoda,Murex_snail,1,ARMSMc#170,
ARMS21M#146,2021,Anglaise,2,3727,Y,3725,Arthropoda,Pantopoda,Pycnogonida,Sea_spider,1,ARMSMc#210,
ARMS21M#143,2021,Anglaise,2,3737,Y,3731,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,1,ARMSMc#209,
ARMS21M#147,2021,Anglaise,2,3739,Y,,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,1,ARMSMc#210,
ARMS22M#177,2022,Coin,9,8123,Y,,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#012,
ARMS22M#344,2022,Court,10,8612,Y,8613,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS22M#349,2022,Court,10,8621,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#012,
ARMS21M#151,2021,Anglaise,2,3757,Y,,Mollusca,Gastropoda,Littorinimorpha,Sea_snail,1,ARMSMc#013,
