Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Abundance_in_image,MorphoID,Notes
ARMS22M#106,2022,Coin,7,7834,Y,7841,Chordata,Actinopterygii,Blenniiformes,Fish,1,ARMSMc#023,
ARMS21M#249,2021,Anglaise,3,4656,Y,,Annelida,Polychaeta,,Bristleworm,1,ARMSMc#050,
ARMS21M#250,2021,Anglaise,3,4657,Y,,Annelida,Polychaeta,Phyllodocida,Scaleworm,1,ARMSMc#051,
ARMS22M#135,2022,Coin,8,7916,Y,7918,Chordata,Actinopterygii,Blenniiformes,Fish,1,ARMSMc#023,
ARMS22M#172,2022,Coin,9,8107,Y,,Chordata,Actinopterygii,Blenniiformes,Fish,1,ARMSMc#023,
ARMS21M#150,2021,Anglaise,2,3746,Y,3749,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,
ARMS19S#015,2019,Coin,1,0382,Y,,Mollusca,Gastropoda,Neogastropoda,Sea_snail,1,ARMSMc#024,motile even though S
ARMS21M#255,2021,Anglaise,3,,,,Echinodermata,Ophiuroidea,,Brittlestar,1,,NO PIC
ARMS21M#256,2021,Anglaise,3,4679,N,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,15,ARMSMc#015,
ARMS21M#257,2021,Anglaise,3,4683,Y,4684,Arthropoda,Malacostraca,Decapoda,Hermit_crab,18,ARMSMc#242,mix of morphospecies
ARMS19S#016,2019,Coin,1,0382,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,motile even though S
ARMS19S#020,2019,Coin,1,0390,Y,,Mollusca,Gastropoda,Neogastropoda,Sea_snail,1,ARMSMc#024,motile even though S
ARMS21M#260,2021,Anglaise,3,4696,N,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#258,
ARMS19S#021,2019,Coin,1,0392,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,motile even though S
ARMS19S#022,2019,Coin,1,0394,Y,,Mollusca,Gastropoda,Neogastropoda,Sea_snail,1,ARMSMc#024,motile even though S
ARMS21M#469,2021,Coin,1,6186,Y,"6188, 6190",Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#276,nice close up
ARMS21M#470,2021,Coin,1,6194,Y,6196,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#277,nice close up
ARMS21M#471,2021,Coin,1,6199,Y,6205,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#278,
ARMS21M#472,2021,Coin,1,6209,Y,6211,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#278,
ARMS21M#473,2021,Coin,1,6216,Y,6218,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#172,
ARMS21M#474,2021,Coin,1,6220,Y,6223,Mollusca,Gastropoda,Pteropoda,Sea_angel,1,ARMSMc#081,
ARMS19S#023,2019,Coin,1,0396,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,motile even though S
ARMS19M#012,2019,Coin,2,0583,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,
ARMS21M#477,2021,Coin,1,6237,Y,6238,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#279,
ARMS21M#478,2021,Coin,1,6241,Y,,Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#096,
ARMS19M#013,2019,Coin,2,0583,Y,,Mollusca,Gastropoda,Neogastropoda,Sea_snail,1,ARMSMc#024,
ARMS21M#480,2021,Coin,1,,,,,,,,,,
ARMS21M#481,2021,Coin,1,6251,Y,,Annelida,Polychaeta,Phyllodocida,Scaleworm,1,ARMSMc#139,
ARMS19M#014,2019,Coin,2,0583,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,
ARMS22M#250,2022,Anglaise,2,IMG_0673,Y,IMG_0674,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#024,preserved 2.5 years
ARMS21M#364,2021,Moresby,2,5680,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#026,
ARMS21M#485,2021,Coin,1,6266,Y,"6268, 6270",Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#041,nice close up
ARMS21M#448,2021,Moresby,3,6064,Y,6066,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#026,
ARMS21M#487,2021,Coin,1,6281,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#277,
ARMS21M#488,2021,Coin,1,6286,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#283,
ARMS21M#489,2021,Coin,1,6288,Y,"6289, 6290, 6292",Arthropoda,Malacostraca,Decapoda,Crab,3,ARMSMc#282,
ARMS21M#490,2021,Coin,1,6296,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#059,
ARMS21M#491,2021,Coin,1,6298,Y,,Annelida,,,Worm,1,ARMSMc#149,
ARMS21M#492,2021,Coin,1,6299,Y,6301,Echinodermata,Asteroidea,,Sea_star,1,ARMSMc#067,
ARMS21M#493,2021,Coin,1,6518,Y,"6552, 6537, 6536, 6533, 6530, 6526, 6519",Arthropoda,Malacostraca,Stomatopoda,Mantis_shrimp,1,ARMSMc#218,
ARMS21M#452,2021,Moresby,3,6080,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,7,ARMSMc#026,eyes in eggs
ARMS19M#102,2019,Anglaise,4,1406,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#026,
ARMS19M#213,2019,Anglaise,6,1957,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#026,
ARMS19M#226,2019,Anglaise,6,1977,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#026,
ARMS22M#193,2022,Anglaise,1,8314,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,11,ARMSMc#026,
ARMS21M#499,2021,Coin,2,6575,Y,6578,Arthropoda,Malacostraca,Decapoda,Crab,2,ARMSMc#277,
ARMS21M#500,2021,Coin,2,6581,Y,6584,Mollusca,Bivalvia,Venerida,Clam,2,ARMSMc#106,
ARMS22M#272,2022,Anglaise,2,IMG_0617,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#026,preserved 2.5 years
ARMS21M#502,2021,Coin,2,6589,Y,,Mollusca,Gastropoda,Littorinimorpha,False_cowry,1,ARMSMc#153,
ARMS21M#503,2021,Coin,2,6590,Y,6593,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#041,
ARMS21M#504,2021,Coin,2,6595,Y,6599,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#057,
ARMS21M#554,2021,Coin,2,6604,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#284,
ARMS21M#555,2021,Coin,2,6613,Y,6618,Arthropoda,Malacostraca,Decapoda,Crab,2,ARMSMc#289,
ARMS22M#444,2022,Moresby,6,8991,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,17,ARMSMc#026,
ARMS21M#557,2021,Coin,2,6628,Y,6626,Platyhelminthes,,,Flatworm,1,ARMSMc#113,
ARMS22M#410,2022,Court,12,8772,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#026,
ARMS21M#559,2021,Coin,2,6637,Y,6640,Chordata,Actinopterygii,Gobiiformes,Goby,1,ARMSMc#033,
ARMS21M#560,2021,Coin,2,6642,Y,6644,Mollusca,Gastropoda,Littorinimorpha,False_cowry,1,ARMSMc#153,
ARMS21M#505,2021,Coin,2,6645,Y,,Mollusca,Bivalvia,Venerida,Clam,1,ARMSMc#107,
ARMS21M#66,2021,Anglaise,1,3206,Y,3207,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS21M#266,2021,Moresby,1,5024,Y,5025,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS21M#508,2021,Coin,2,6658,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#029,
ARMS21M#312,2021,Coin,3,7053,Y,7055,Chordata,Actinopterygii,Gobiiformes,Goby,2,ARMSMc#033,
ARMS21M#313,2021,Coin,3,7058,Y,7060,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#282,
ARMS21M#314,2021,Coin,3,7064,Y,7065,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#040,
ARMS21M#317,2021,Moresby,2,5531,Y,5533,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS21S#43,2021,Coin,3,7072,Y,7075,Arthropoda,Malacostraca,Decapoda,Crab,3,ARMSMc#277,"nice close up, motile even though S"
ARMS21S#44,2021,Coin,3,7076,Y,,Echinodermata,Holothuroidea,Apodida,Sea_cucumber,1,ARMSMc#052,motile even though S
ARMS19M#062,2019,Anglaise,4,1353,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS19M#305,2019,Moresby,8,2478,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS19M#301,2019,Moresby,8,2482,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS19M#346,2019,Moresby,9,2747,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS22M#259,2022,Anglaise,2,IMG_0592,Y,"IMG_0594, IMG_0595",Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,"preserved 2.5 years, nice close up"
ARMS21M#509,2021,Coin,3,7111,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#268,
ARMS22M#329,2022,Anglaise,3,IMG_0997,Y,IMG_0998,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,preserved 2.5 years
ARMS21M#511,2021,Coin,3,7114,Y,,Platyhelminthes,,,Flatworm,1,ARMSMc#114,cut in half
ARMS21M#512,2021,Coin,3,7118,Y,7121,Annelida,Polychaeta,,Bristleworm,1,ARMSMc#050,
ARMS22M#6,2022,Moresby,4,7348,Y,7350,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS22M#7,2022,Moresby,4,7352,Y,7353,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS22M#59,2022,Moresby,5,7549,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#031,
ARMS21M#516,2021,Coin,3,,,,,,,,1,,missing pic
ARMS21M#517,2021,Coin,3,,,,,,,,1,,missing pic
ARMS21M#518,2021,Coin,3,,,,,,,,1,,missing pic
ARMS21M#519,2021,Coin,3,,,,,,,,4,,missing pic
ARMS21M#261,2021,Moresby,1,4996,Y,5001,Annelida,Polychaeta,,Bristleworm,1,ARMSMc#134,
ARMS21M#262,2021,Moresby,1,5007,Y,5010,Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#088,
ARMS21M#263,2021,Moresby,1,5012,Y,5013,Chordata,Actinopterygii,Perciformes,Damselfish,1,ARMSMc#124,
ARMS21M#264,2021,Moresby,1,5016,Y,5017,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#280,
ARMS21M#265,2021,Moresby,1,5020,Y,5019,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#268,
ARMS22M#424,2022,Moresby,6,8933,Y,8934,Arthropoda,Malacostraca,Decapoda,Crab,2,ARMSMc#031,
ARMS21M#267,2021,Moresby,1,5029,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#285,
ARMS21M#48,2021,Anglaise,1,3290,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#036,
ARMS21M#223,2021,Anglaise,3,4573,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#036,
ARMS21M#270,2021,Moresby,1,5044,Y,5046,Chordata,Actinopterygii,,Fish,1,ARMSMc#128,
ARMS21M#271,2021,Moresby,1,5049,Y,,Echinodermata,Asteroidea,,Sea_star,1,ARMSMc#068,
ARMS21M#286,2021,Moresby,1,5111,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#036,
ARMS21M#273,2021,Moresby,1,5066,N,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#236,
ARMS21M#427,2021,Moresby,3,6010,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#036,
ARMS21M#275,2021,Moresby,1,5078,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#118,
ARMS21M#276,2021,Moresby,1,5071,Y,5074,Chordata,Actinopterygii,Gobiiformes,Goby,1,ARMSMc#048,
ARMS21M#277,2021,Moresby,1,5079,Y,5080,Platyhelminthes,,,Flatworm,1,ARMSMc#115,
ARMS19M#049,2019,Moresby,3,1116,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#036,
ARMS19M#087,2019,Anglaise,4,1397,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#036,
ARMS19M#159,2019,Anglaise,5,1695,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#036,
ARMS19M#220,2019,Anglaise,6,1965,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#036,
ARMS22M#226,2022,Anglaise,1,8404,N,"8386, 8387",Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#036,figure out size of tiles for scale
ARMS22M#258,2022,Anglaise,2,IMG_0619,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#036,preserved 2.5 years
ARMS21M#284,2021,Moresby,1,5105,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#280,
ARMS21M#148,2021,Anglaise,2,3744,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#230,2021,Anglaise,3,4598,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#288,2021,Moresby,1,5113,Y,,Mollusca,Bivalvia,Venerida,Clam,1,ARMSMc#108,
ARMS21M#510,2021,Coin,3,7113,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#290,2021,Moresby,1,5127,Y,,,,,???,1,,
ARMS21M#359,2021,Moresby,2,5670,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#292,2021,Moresby,1,5138,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#043,
ARMS21M#401,2021,Moresby,3,5946,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#042,
ARMS19M#108,2019,Anglaise,4,1414,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#295,2021,Moresby,1,5152,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#236,nice close up
ARMS21M#296,2021,Moresby,1,5164,Y,5168,Arthropoda,Malacostraca,Decapoda,Hermit_crab,5,ARMSMc#015,nice close up
ARMS21M#297,2021,Moresby,1,5169,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#017,
ARMS19M#248,2019,Coin,7,2224,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#299,2021,Moresby,1,5174,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#255,
ARMS21M#300,2021,Moresby,1,5181,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,2,ARMSMc#242,
ARMS21M#301,2021,Moresby,1,5187,Y,5194,Arthropoda,Malacostraca,Decapoda,Hermit_crab,34,ARMSMc#011,
ARMS19M#354,2019,Moresby,9,2756,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS22M#224,2022,Anglaise,1,"8402, 8426",Y,"8386, 8387",Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS22M#331,2022,Anglaise,3,IMG_0990,Y,IMG_0993,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,preserved 2.5 years
ARMS22M#362,2022,Court,11,8692,Y,8693,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#042,
ARMS21M#306,2021,Moresby,1,5219,Y,5218,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#255,
ARMS21M#307,2021,Moresby,1,5220,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#233,
ARMS21M#28,2021,Anglaise,1,2939,Y,2940,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#103,2021,Anglaise,1,3342,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#184,2021,Anglaise,2,3926,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#258,2021,Anglaise,3,4688,N,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#044,
ARMS21M#318,2021,Moresby,2,5519,Y,5521,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#286,
ARMS21M#316,2021,Moresby,2,5530,Y,5529,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#061,
ARMS21M#304,2021,Moresby,1,5201,Y,5204,Arthropoda,Malacostraca,Decapoda,Shrimp,13,ARMSMc#044,
ARMS21M#311,2021,Moresby,1,5228,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#044,
ARMS21M#375,2021,Moresby,2,5703,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#391,2021,Moresby,2,5734,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,25,ARMSMc#044,
ARMS21M#322,2021,Moresby,2,5547,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#183,
ARMS21M#457,2021,Moresby,3,6093,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#044,
ARMS21M#324,2021,Moresby,2,5557,Y,,Mollusca,Bivalvia,Pectinida,Scallop,1,ARMSMc#109,
ARMS21M#325,2021,Moresby,2,5558,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#181,
ARMS21M#458,2021,Moresby,3,6095,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,17,ARMSMc#044,
ARMS21M#327,2021,Moresby,2,5568,Y,5570,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#287,
ARMS21M#328,2021,Moresby,2,5575,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#268,
ARMS19S#009,2019,Coin,1,0368,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,motile even though S
ARMS21M#330,2021,Moresby,2,5582,Y,,Mollusca,Gastropoda,Nudibranchia,Nudibranch,2,ARMSMc#089,
ARMS19S#010,2019,Coin,1,0373,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,motile even though S
ARMS19S#012,2019,Coin,1,0377,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,motile even though S
ARMS19M#023,2019,Moresby,3,1123,Y,1124,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#044,
ARMS21M#334,2021,Moresby,2,5593,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#294,
ARMS21M#335,2021,Moresby,2,5598,Y,5599,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#018,
ARMS21M#336,2021,Moresby,2,5602,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#119,
ARMS21M#337,2021,Moresby,2,5606,Y,,Chordata,Actinopterygii,Labriformes,Wrasse,1,ARMSMc#014,Female
ARMS21M#338,2021,Moresby,2,5612,Y,,Chordata,Actinopterygii,Perciformes,Grouper,1,ARMSMc#001,
ARMS21M#339,2021,Moresby,2,5613,Y,,Chordata,Actinopterygii,Blenniiformes,Blenny,1,ARMSMc#129,
ARMS21M#340,2021,Moresby,2,5616,Y,,Chordata,Actinopterygii,,Fish,1,ARMSMc#003,
ARMS21M#341,2021,Moresby,2,5617,Y,5619,Chordata,Actinopterygii,Gobiiformes,Goby,1,ARMSMc#130,
ARMS19M#172,2019,Anglaise,5,1717,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#044,
ARMS21M#343,2021,Moresby,2,5603,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#018,
ARMS19M#229,2019,Anglaise,6,1980,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#044,
ARMS19M#325,2019,Moresby,8,2497,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#346,2021,Moresby,2,5634,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS19M#331,2019,Moresby,8,2503,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,11,ARMSMc#044,
ARMS21M#348,2021,Moresby,2,5639,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#259,
ARMS21M#349,2021,Moresby,2,5640,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#246,
ARMS22M#207,2022,Anglaise,1,8382,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,15,ARMSMc#044,
ARMS22M#214,2022,Anglaise,1,8392,N,"8386, 8387",Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,figure out size of tiles for scale
ARMS21M#352,2021,Moresby,2,5649,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS21M#353,2021,Moresby,2,5652,Y,,Mollusca,Gastropoda,Neogastropoda,Sea_snail,1,ARMSMc#184,
ARMS22M#50,2022,Moresby,4,7500,Y,7502,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#044,
ARMS22M#438,2022,Moresby,6,8982,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#044,
ARMS22M#155,2022,Coin,8,8021,Y,"8011, 8012",Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,figure out size of tiles for scale
ARMS21M#357,2021,Moresby,2,5662,Y,,Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#090,
ARMS21M#358,2021,Moresby,2,5665,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#186,
ARMS22M#348,2022,Court,10,8620,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#360,2021,Moresby,2,5672,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#265,
ARMS22M#407,2022,Court,12,8765,N,8766,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#044,
ARMS21M#13,2021,Anglaise,1,2914,Y,2917,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS21M#363,2021,Moresby,2,5679,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#179,
ARMS21M#309,2021,Moresby,1,5223,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS21M#365,2021,Moresby,2,5682,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#056,
ARMS21M#366,2021,Moresby,2,5685,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#117,
ARMS21M#420,2021,Moresby,3,5996,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#046,
ARMS19S#008,2019,Coin,1,0367,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,motile even though S
ARMS19M#031,2019,Moresby,3,1096,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS19M#127,2019,Anglaise,4,1437,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#046,
ARMS19M#228,2019,Anglaise,6,1978,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS19M#230,2019,Anglaise,6,1976,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS19M#257,2019,Coin,7,2232,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,hard to tell
ARMS19M#448,2019,Moresby,9,2782,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#046,
ARMS22M#44,2022,Moresby,4,7489,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS22M#156,2022,Coin,8,8022,Y,"8011, 8012",Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,figure out size of tiles for scale
ARMS22M#346,2022,Court,10,8616,Y,8617,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#046,
ARMS22M#376,2022,Court,11,8732,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#046,
ARMS21M#379,2021,Moresby,2,5711,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#241,
ARMS21M#24,2021,Anglaise,1,2926,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#130,2021,Anglaise,2,3645,Y,3643,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#131,2021,Anglaise,2,3646,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#174,2021,Anglaise,2,3866,Y,3869,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#254,2021,Anglaise,3,4669,Y,4677,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#385,2021,Moresby,2,5715,Y,,Annelida,Polychaeta,,Bristleworm,1,ARMSMc#050,
ARMS21M#272,2021,Moresby,1,5053,Y,"5056, 5058",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,regrowing arm
ARMS21M#387,2021,Moresby,2,5724,Y,,Annelida,Polychaeta,,Bristleworm,1,ARMSMc#051,
ARMS21M#388,2021,Moresby,2,5730,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#258,
ARMS21M#389,2021,Moresby,2,5731,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#216,
ARMS21M#390,2021,Moresby,2,5733,Y,,Annelida,,,Worm,1,ARMSMc#148,
ARMS19M#069,2019,Anglaise,4,1365,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#392,2021,Moresby,2,5723,Y,,Mollusca,Bivalvia,Pectinida,Scallop,1,ARMSMc#109,
ARMS21M#393,2021,Moresby,2,5736,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,7,ARMSMc#246,mix of morphospecies
ARMS21M#394,2021,Moresby,3,5920,Y,5919,Mollusca,Gastropoda,Neogastropoda,Cone_snail,1,ARMSMc#165,
ARMS19M#075,2019,Anglaise,4,1376,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS19M#076,2019,Anglaise,4,1377,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#397,2021,Moresby,3,5928,Y,"5929, 5933",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#062,
ARMS21M#398,2021,Moresby,3,5935,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#180,
ARMS19M#080,2019,Anglaise,4,1387,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
